elevation,slope,aspect,lst,ndvi,precip,fire_label
206.0,89.99006,321.3402,27.89837433227734,0.3853590296492785,43.08249300382057,1
1340.0,89.99886,356.93353,18.245670821150636,0.71295357861016,90.70672229003219,0
1676.0,89.99935,22.507385,15.684524782345932,0.8185942163789741,19.201823329137294,0
3423.0,89.99898,48.251945,9.131802972656612,0.45025771453577007,75.62690021591922,0
2199.0,89.998634,120.96376,23.719852708825286,0.6424047623120441,108.58171147807136,1
258.0,89.95974,108.43495,35.50865855087205,0.38645814543610246,48.195751107815894,1
1790.0,89.999275,28.168331,24.98988823829645,0.7194312449758176,83.26666669305399,0
1891.0,89.997215,113.19859,29.44980654733572,0.5711701588510042,111.71232814431909,0
241.0,89.98883,217.87498,20.444673694986083,0.5495324468660405,173.95863446787737,1
325.0,89.983284,113.19859,21.046243536163658,0.547051564927822,117.9170620497829,0
2916.0,89.998245,262.09283,4.070688935197186,0.7253677697672373,99.79252190303814,0
1479.0,89.99919,276.17993,12.347530423635142,0.629451471841733,127.0583178228153,0
743.0,89.998146,203.1986,31.166968762386897,0.5506767225437863,231.03723325629747,1
734.0,89.99641,220.42607,31.290052453936855,0.556794747161445,231.53361773847666,1
721.0,89.99459,192.26477,31.285612539535766,0.5722338449768039,231.87827293884044,1
667.0,89.998604,261.1582,30.7535134795046,0.5420839807384912,231.37950122289703,1
551.0,89.993095,220.60129,30.42045579636912,0.5457700867110183,231.41128674810747,1
589.0,89.99853,71.14684,30.65055205228536,0.5264797342553545,232.09068918551554,1
495.0,89.99667,130.76361,31.134058352244136,0.4930680866187944,231.84286667382057,1
616.0,89.998665,201.46765,30.547732748088468,0.5568361600320197,232.1371575977204,1
1550.0,89.999,296.16156,28.06086931795471,0.5339536611348097,199.1809083700482,1
1333.0,89.999435,130.68398,27.216141403544036,0.5675376887866165,158.78608055049435,1
1414.0,89.99795,33.178513,28.088918230350696,0.5729829214795928,201.60051437029358,0
4639.0,89.99942,158.1018,8.168841132420546,0.0029986727335153127,29.96947216427186,0
3559.0,89.99933,216.80914,19.37134614942445,0.3442607245620385,144.39020202010528,0
3814.0,89.999214,320.51147,10.78133881197341,0.11479780697475195,168.51416877420553,0
